Customer ID,Age,Gender,Loyalty Member,Product Type,SKU,Rating,Order Status,Payment Method,Total Price,Unit Price,Quantity,Shipping Type,Add-ons Purchased,Add-on Total,Purchase_Day,Purchase_Month,Purchase_Year,Accessory,Impulse Item,Extended Warranty
1013,42,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,5538.33,791.19,7,Overnight,1,57.81,18,3,2024,2,1,0
1014,73,Female,No,Smartwatch,SKU1003,3,Cancelled,Credit Card,5068.98,844.83,6,Standard,1,69.31,2,1,2024,0,0,2
1014,73,Female,Yes,Smartphone,SKU1004,2,Completed,Cash,4747.14,791.19,6,Standard,1,8.3,18,5,2024,1,0,0
1015,22,Male,No,Smartphone,SKU1001,5,Completed,Paypal,83.0,20.75,4,Standard,1,80.0,2,9,2024,3,0,0
1016,61,Male,Yes,Smartphone,SKU1001,5,Completed,Paypal,103.75,20.75,5,Overnight,0,0.0,7,7,2024,0,0,0
1018,34,Male,No,Smartphone,SKU1001,5,Completed,Paypal,124.5,20.75,6,Express,1,70.39,23,7,2024,0,1,1
1019,45,Male,No,Smartphone,SKU1001,5,Cancelled,Cash,83.0,20.75,4,Express,0,0.0,14,3,2024,0,0,0
1019,45,Male,No,Tablet,SKU1002,3,Completed,Cash,988.12,247.03,4,Express,1,37.87,20,4,2024,0,2,0
1019,45,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Paypal,844.83,844.83,1,Express,1,49.17,21,7,2024,1,0,0
1020,57,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,3379.32,844.83,4,Express,1,37.13,2,12,2023,1,1,1
1021,71,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,844.83,844.83,1,Overnight,1,49.54,20,3,2024,1,0,1
1022,76,Female,No,Smartwatch,SKU1003,3,Cancelled,Paypal,6758.64,844.83,8,Overnight,1,73.49,27,4,2024,1,2,0
1024,49,Female,No,Smartphone,SKU1004,2,Completed,Cash,1582.38,791.19,2,Overnight,1,51.93,10,7,2024,0,1,1
1025,77,Male,No,Laptop,SKU1005,3,Completed,Debit Card,2783.76,463.96,6,Overnight,0,0.0,29,1,2024,0,0,0
1025,77,Male,No,Smartphone,SKU1001,5,Completed,Cash,83.0,20.75,4,Express,1,77.78,28,8,2024,0,0,2
1027,22,Male,No,Smartphone,SKU1004,2,Completed,Paypal,4747.14,791.19,6,Overnight,0,0.0,28,11,2023,0,0,0
1028,79,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,Overnight,0,0.0,30,11,2023,0,0,0
1030,69,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,4224.15,844.83,5,Express,1,46.03,27,2,2024,2,1,0
1031,20,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,5913.81,844.83,7,Express,0,0.0,21,1,2024,0,0,0
1031,20,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,103.75,20.75,5,Overnight,1,17.79,3,9,2024,2,0,0
1033,54,Female,No,Tablet,SKU1002,3,Completed,Debit Card,988.12,247.03,4,Overnight,0,0.0,30,11,2023,0,0,0
1033,54,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,3164.76,791.19,4,Standard,1,49.24,12,1,2024,2,0,0
1035,32,Female,No,Smartphone,SKU1001,5,Completed,Cash,186.75,20.75,9,Standard,0,0.0,24,9,2023,0,0,0
1035,32,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,62.25,20.75,3,Standard,1,33.56,25,3,2024,2,0,0
1036,60,Male,Yes,Smartphone,SKU1004,2,Cancelled,Debit Card,3955.95,791.19,5,Standard,1,56.62,12,10,2023,0,1,1
1036,60,Male,Yes,Smartphone,SKU1004,2,Cancelled,Paypal,791.19,791.19,1,Express,0,0.0,28,1,2024,0,0,0
1038,56,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,4224.15,844.83,5,Overnight,1,10.0,8,7,2024,0,0,1
1038,56,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,5068.98,844.83,6,Standard,0,0.0,29,7,2024,0,0,0
1038,56,Female,No,Smartphone,SKU1001,5,Completed,Debit Card,145.25,20.75,7,Express,1,47.94,17,8,2024,1,0,1
1038,56,Female,No,Smartphone,SKU1004,2,Completed,Debit Card,5538.33,791.19,7,Overnight,1,26.01,23,9,2024,1,0,1
1039,53,Female,No,Tablet,SKU1002,3,Completed,Credit Card,1729.21,247.03,7,Standard,0,0.0,31,8,2024,0,0,0
1040,45,Female,Yes,Smartphone,SKU1004,2,Completed,Credit Card,6329.52,791.19,8,Standard,1,92.79,16,10,2023,1,0,2
1042,65,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,145.25,20.75,7,Overnight,1,53.02,26,6,2024,0,2,0
1042,65,Female,No,Smartwatch,SKU1003,3,Completed,Cash,5913.81,844.83,7,Overnight,1,111.25,16,7,2024,1,1,1
1043,76,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,207.5,20.75,10,Overnight,0,0.0,5,3,2024,0,0,0
1047,73,Male,No,Tablet,SKU1002,3,Completed,Debit Card,2470.3,247.03,10,Express,1,63.23,11,12,2023,1,1,0
1048,67,Female,No,Tablet,SKU1002,3,Cancelled,Debit Card,2470.3,247.03,10,Express,0,0.0,28,10,2023,0,0,0
1049,50,Female,No,Smartphone,SKU1001,5,Completed,Paypal,145.25,20.75,7,Standard,1,86.36,25,6,2024,2,1,0
1052,72,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,5068.98,844.83,6,Standard,1,45.46,3,8,2024,1,0,0
1053,79,Female,No,Laptop,SKU1005,3,Completed,Debit Card,4175.64,463.96,9,Standard,1,88.3,20,12,2023,1,2,0
1054,30,Female,Yes,Smartphone,SKU1001,5,Completed,Paypal,62.25,20.75,3,Standard,1,79.9,8,5,2024,0,2,1
1056,24,Female,No,Laptop,SKU1005,3,Completed,Credit Card,1855.84,463.96,4,Overnight,1,41.24,27,4,2024,1,0,1
1057,71,Female,No,Smartwatch,SKU1003,3,Cancelled,Paypal,7603.47,844.83,9,Express,0,0.0,22,10,2023,0,0,0
1057,71,Female,No,Tablet,SKU1002,3,Cancelled,Debit Card,1482.18,247.03,6,Express,1,116.77,28,3,2024,1,1,1
1058,21,Female,No,Smartphone,SKU1001,5,Completed,Paypal,166.0,20.75,8,Overnight,1,92.57,12,6,2024,2,1,0
1058,21,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,3955.95,791.19,5,Express,0,0.0,8,7,2024,0,0,0
1059,37,Male,No,Laptop,SKU1005,3,Completed,Paypal,3247.72,463.96,7,Overnight,1,66.17,22,2,2024,0,0,2
1059,37,Male,No,Laptop,SKU1005,3,Completed,Debit Card,463.96,463.96,1,Express,1,5.52,27,6,2024,0,0,1
1060,72,Male,Yes,Laptop,SKU1005,3,Completed,Credit Card,1855.84,463.96,4,Standard,1,52.01,28,9,2023,1,1,1
1060,72,Male,Yes,Tablet,SKU1002,3,Completed,Paypal,1482.18,247.03,6,Overnight,1,31.89,7,12,2023,0,1,0
1060,72,Male,No,Smartphone,SKU1004,2,Completed,Paypal,1582.38,791.19,2,Overnight,1,49.59,29,1,2024,0,1,0
1061,56,Male,Yes,Tablet,SKU1002,3,Completed,Cash,1976.24,247.03,8,Standard,1,14.49,25,10,2023,0,1,0
1061,56,Male,No,Laptop,SKU1005,3,Completed,Paypal,463.96,463.96,1,Express,1,83.41,21,5,2024,1,1,0
1062,62,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,6329.52,791.19,8,Standard,1,26.24,23,3,2024,0,1,1
1063,64,Male,Yes,Laptop,SKU1005,3,Completed,Paypal,1855.84,463.96,4,Standard,0,0.0,25,4,2024,0,0,0
1063,64,Male,No,Smartphone,SKU1004,2,Cancelled,Credit Card,2373.57,791.19,3,Express,1,6.47,8,7,2024,0,0,1
1066,44,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,2373.57,791.19,3,Standard,1,43.16,28,2,2024,1,1,1
1066,44,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,2373.57,791.19,3,Overnight,1,40.68,13,7,2024,0,1,1
1067,49,Male,No,Tablet,SKU1002,3,Cancelled,Paypal,1729.21,247.03,7,Standard,0,0.0,17,10,2023,0,0,0
1067,49,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,1689.66,844.83,2,Standard,1,81.55,30,12,2023,1,2,0
1069,27,Male,No,Smartphone,SKU1001,5,Completed,Cash,145.25,20.75,7,Standard,1,96.61,21,5,2024,1,0,1
1070,30,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,62.25,20.75,3,Standard,1,6.3,29,11,2023,0,0,1
1071,54,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,7603.47,844.83,9,Overnight,0,0.0,17,6,2024,0,0,0
1073,46,Female,No,Tablet,SKU1002,3,Completed,Cash,2223.27,247.03,9,Standard,1,8.66,11,7,2024,1,0,0
1073,46,Female,Yes,Tablet,SKU1002,3,Completed,Credit Card,1976.24,247.03,8,Express,1,46.38,12,9,2024,0,0,1
1074,58,Male,No,Smartwatch,SKU1003,3,Completed,Cash,7603.47,844.83,9,Standard,1,58.95,6,11,2023,1,1,0
1077,26,Male,No,Smartphone,SKU1004,2,Completed,Cash,2373.57,791.19,3,Express,1,12.28,26,12,2023,0,0,1
1077,26,Male,No,Tablet,SKU1002,3,Completed,Cash,1482.18,247.03,6,Overnight,1,12.86,14,5,2024,1,1,0
1079,64,Male,No,Smartphone,SKU1001,5,Completed,Paypal,41.5,20.75,2,Standard,1,25.61,24,10,2023,0,1,0
1079,64,Male,Yes,Smartphone,SKU1004,2,Completed,Paypal,3164.76,791.19,4,Overnight,1,8.16,12,9,2024,0,1,0
1079,64,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,2373.57,791.19,3,Overnight,1,101.06,15,9,2024,1,0,2
1080,55,Female,No,Smartphone,SKU1004,2,Cancelled,Paypal,3164.76,791.19,4,Standard,0,0.0,3,1,2024,0,0,0
1080,55,Female,No,Tablet,SKU1002,3,Completed,Credit Card,247.03,247.03,1,Express,1,16.65,18,8,2024,0,1,0
1083,24,Male,No,Smartwatch,SKU1003,3,Completed,Credit Card,3379.32,844.83,4,Overnight,0,0.0,29,7,2024,0,0,0
1085,74,Male,No,Smartphone,SKU1001,5,Completed,Cash,20.75,20.75,1,Express,1,91.36,11,10,2023,0,2,1
1085,74,Male,No,Tablet,SKU1002,3,Completed,Cash,741.09,247.03,3,Overnight,1,10.04,2,5,2024,0,0,1
1086,76,Male,No,Smartphone,SKU1001,5,Completed,Paypal,166.0,20.75,8,Overnight,1,25.72,1,7,2024,1,0,0
1089,45,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,3955.95,791.19,5,Express,0,0.0,9,8,2024,0,0,0
1090,31,Male,No,Tablet,SKU1002,3,Cancelled,Debit Card,741.09,247.03,3,Express,1,22.88,4,5,2024,0,0,1
1091,22,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Credit Card,1689.66,844.83,2,Express,1,14.52,22,3,2024,0,1,1
1093,56,Female,No,Smartphone,SKU1004,2,Completed,Credit Card,7120.71,791.19,9,Express,1,29.11,27,4,2024,0,1,0
1094,65,Male,No,Smartphone,SKU1001,5,Completed,Debit Card,20.75,20.75,1,Overnight,0,0.0,7,5,2024,0,0,0
1096,20,Female,Yes,Smartphone,SKU1001,5,Completed,Paypal,41.5,20.75,2,Standard,1,27.89,13,12,2023,1,0,0
1096,20,Female,No,Laptop,SKU1005,3,Completed,Cash,4639.6,463.96,10,Overnight,1,85.32,15,5,2024,0,0,2
1097,19,Male,No,Tablet,SKU1002,3,Completed,Paypal,988.12,247.03,4,Express,1,51.12,25,3,2024,2,0,0
1099,68,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,1582.38,791.19,2,Standard,1,100.12,9,10,2023,0,2,1
1099,68,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,1391.88,463.96,3,Overnight,0,0.0,31,5,2024,0,0,0
1100,63,Female,Yes,Tablet,SKU1002,3,Completed,Credit Card,741.09,247.03,3,Express,1,35.79,29,2,2024,0,0,1
1100,63,Female,Yes,Smartwatch,SKU1003,3,Completed,Credit Card,3379.32,844.83,4,Overnight,1,48.78,19,5,2024,0,2,1
1101,33,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,207.5,20.75,10,Standard,1,88.38,9,10,2023,2,0,0
1101,33,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,791.19,791.19,1,Overnight,1,32.35,25,10,2023,0,1,0
1101,33,Female,No,Smartphone,SKU1001,5,Completed,Cash,41.5,20.75,2,Overnight,1,125.35,23,5,2024,0,2,1
1101,33,Female,No,Smartphone,SKU1001,5,Completed,Paypal,62.25,20.75,3,Express,1,77.61,23,7,2024,1,1,0
1102,55,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,166.0,20.75,8,Express,0,0.0,6,8,2024,0,0,0
1105,42,Female,No,Tablet,SKU1002,3,Completed,Debit Card,1482.18,247.03,6,Overnight,1,102.0,20,9,2024,1,1,1
1109,37,Female,No,Laptop,SKU1005,3,Cancelled,Debit Card,1855.84,463.96,4,Overnight,1,104.93,25,3,2024,2,1,0
1109,37,Female,Yes,Smartphone,SKU1001,5,Completed,Debit Card,186.75,20.75,9,Overnight,1,42.66,13,7,2024,1,0,0
1110,76,Male,No,Smartphone,SKU1001,5,Completed,Credit Card,207.5,20.75,10,Express,0,0.0,11,7,2024,0,0,0
1112,58,Female,No,Tablet,SKU1002,3,Completed,Paypal,2223.27,247.03,9,Overnight,1,63.79,15,2,2024,2,0,0
1112,58,Female,No,Tablet,SKU1002,3,Completed,Paypal,2223.27,247.03,9,Express,1,48.57,19,6,2024,0,0,2
1114,25,Female,No,Smartphone,SKU1004,2,Completed,Paypal,4747.14,791.19,6,Overnight,1,71.97,31,1,2024,0,1,2
1115,31,Female,No,Smartphone,SKU1004,2,Cancelled,Cash,791.19,791.19,1,Overnight,1,53.95,30,12,2023,1,1,0
1115,31,Female,Yes,Smartwatch,SKU1003,3,Completed,Paypal,844.83,844.83,1,Overnight,0,0.0,4,6,2024,0,0,0
1115,31,Female,No,Tablet,SKU1002,3,Completed,Debit Card,247.03,247.03,1,Standard,0,0.0,10,9,2024,0,0,0
1116,55,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,4175.64,463.96,9,Overnight,1,15.85,10,1,2024,0,0,1
1116,55,Female,No,Laptop,SKU1005,3,Completed,Cash,4175.64,463.96,9,Express,0,0.0,20,5,2024,0,0,0
1117,34,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,1689.66,844.83,2,Overnight,1,48.25,6,3,2024,1,1,0
1119,24,Male,No,Tablet,SKU1002,3,Completed,Credit Card,1482.18,247.03,6,Standard,1,65.34,12,1,2024,1,1,0
1120,40,Female,Yes,Smartphone,SKU1001,5,Completed,Debit Card,186.75,20.75,9,Express,1,48.52,13,12,2023,0,0,1
1120,40,Female,No,Smartphone,SKU1001,5,Cancelled,Credit Card,103.75,20.75,5,Express,0,0.0,25,2,2024,0,0,0
1122,69,Male,Yes,Smartphone,SKU1004,2,Cancelled,Paypal,5538.33,791.19,7,Express,0,0.0,15,9,2024,0,0,0
1123,79,Male,Yes,Smartwatch,SKU1003,3,Cancelled,Credit Card,6758.64,844.83,8,Overnight,1,54.15,9,4,2024,1,0,1
1123,79,Male,Yes,Smartphone,SKU1004,2,Completed,Debit Card,791.19,791.19,1,Standard,1,5.86,12,8,2024,1,0,0
1124,24,Female,No,Laptop,SKU1005,3,Completed,Credit Card,1855.84,463.96,4,Overnight,0,0.0,12,2,2024,0,0,0
1124,24,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,3711.68,463.96,8,Standard,1,85.04,26,2,2024,1,0,2
1124,24,Female,No,Smartphone,SKU1004,2,Completed,Paypal,3164.76,791.19,4,Overnight,1,104.82,5,9,2024,0,2,1
1125,46,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,5913.81,844.83,7,Express,0,0.0,8,1,2024,0,0,0
1125,46,Male,No,Laptop,SKU1005,3,Completed,Cash,3711.68,463.96,8,Standard,1,67.21,24,8,2024,1,2,0
1127,80,Male,No,Smartwatch,SKU1003,3,Completed,Paypal,6758.64,844.83,8,Express,1,65.02,6,12,2023,0,2,0
1127,80,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,166.0,20.75,8,Express,1,63.03,22,3,2024,2,0,1
1129,36,Female,Yes,Smartphone,SKU1001,5,Cancelled,Cash,20.75,20.75,1,Overnight,0,0.0,9,12,2023,0,0,0
1130,75,Female,Yes,Smartphone,SKU1004,2,Completed,Debit Card,4747.14,791.19,6,Express,1,46.92,4,11,2023,0,1,1
1132,18,Female,Yes,Smartphone,SKU1001,5,Completed,Cash,124.5,20.75,6,Standard,1,48.93,2,5,2024,0,0,2
1133,25,Male,No,Laptop,SKU1005,3,Completed,Cash,1391.88,463.96,3,Express,1,39.14,27,3,2024,1,0,0
1133,25,Male,Yes,Smartwatch,SKU1003,3,Completed,Debit Card,6758.64,844.83,8,Standard,1,81.34,6,7,2024,0,1,2
1134,23,Male,Yes,Smartphone,SKU1004,2,Completed,Paypal,6329.52,791.19,8,Express,1,68.66,1,12,2023,0,1,1
1134,23,Male,No,Laptop,SKU1005,3,Completed,Debit Card,927.92,463.96,2,Overnight,1,43.76,22,12,2023,0,1,1
1134,23,Male,No,Laptop,SKU1005,3,Cancelled,Debit Card,3711.68,463.96,8,Express,1,102.64,10,6,2024,0,0,3
1134,23,Male,No,Smartphone,SKU1004,2,Completed,Paypal,7120.71,791.19,9,Standard,0,0.0,22,7,2024,0,0,0
1136,20,Female,No,Smartwatch,SKU1003,3,Completed,Credit Card,844.83,844.83,1,Overnight,1,41.06,14,12,2023,1,0,0
1139,56,Female,No,Smartphone,SKU1004,2,Cancelled,Debit Card,6329.52,791.19,8,Overnight,1,46.71,21,9,2024,1,0,2
1141,61,Male,No,Smartphone,SKU1001,5,Completed,Paypal,20.75,20.75,1,Express,1,11.92,2,12,2023,0,0,1
1141,61,Male,No,Laptop,SKU1005,3,Completed,Credit Card,1391.88,463.96,3,Standard,1,42.12,30,12,2023,0,1,0
1141,61,Male,No,Laptop,SKU1005,3,Completed,Debit Card,3711.68,463.96,8,Standard,1,60.23,14,4,2024,0,1,1
1142,63,Female,No,Laptop,SKU1005,3,Completed,Cash,4175.64,463.96,9,Standard,1,33.15,26,10,2023,1,0,0
1143,27,Female,No,Smartwatch,SKU1003,3,Completed,Cash,3379.32,844.83,4,Express,0,0.0,6,12,2023,0,0,0
1144,42,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,844.83,844.83,1,Overnight,1,89.92,26,2,2024,1,0,1
1145,75,Female,No,Smartphone,SKU1001,5,Completed,Cash,83.0,20.75,4,Overnight,1,16.42,19,1,2024,0,0,1
1145,75,Female,No,Smartphone,SKU1001,5,Completed,Paypal,62.25,20.75,3,Express,1,23.28,23,5,2024,0,0,1
1145,75,Female,No,Smartwatch,SKU1003,3,Cancelled,Debit Card,5068.98,844.83,6,Express,1,12.0,13,9,2024,0,0,1
1147,24,Male,Yes,Smartwatch,SKU1003,3,Completed,Cash,8448.3,844.83,10,Overnight,1,85.51,19,7,2024,2,1,0
1148,77,Female,Yes,Tablet,SKU1002,3,Completed,Cash,2470.3,247.03,10,Standard,0,0.0,5,3,2024,0,0,0
1148,77,Female,No,Laptop,SKU1005,3,Cancelled,Credit Card,927.92,463.96,2,Standard,0,0.0,14,3,2024,0,0,0
1148,77,Female,No,Smartphone,SKU1004,2,Completed,Paypal,3955.95,791.19,5,Standard,1,102.68,17,8,2024,0,2,1
1149,60,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,3379.32,844.83,4,Overnight,1,46.83,30,10,2023,1,1,1
1149,60,Male,No,Smartphone,SKU1001,5,Cancelled,Paypal,103.75,20.75,5,Express,1,35.49,6,7,2024,0,1,0
1149,60,Male,Yes,Smartphone,SKU1001,5,Completed,Credit Card,83.0,20.75,4,Express,1,90.09,11,8,2024,2,0,1
1150,21,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,5538.33,791.19,7,Express,1,35.65,16,3,2024,1,0,0
1151,19,Female,No,Tablet,SKU1002,3,Completed,Paypal,1235.15,247.03,5,Express,1,76.73,10,4,2024,0,2,0
1151,19,Female,No,Smartphone,SKU1001,5,Cancelled,Cash,166.0,20.75,8,Express,0,0.0,18,7,2024,0,0,0
1152,45,Female,No,Smartphone,SKU1001,5,Completed,Cash,124.5,20.75,6,Express,1,66.83,10,2,2024,1,2,0
1154,70,Female,No,Laptop,SKU1005,3,Completed,Credit Card,463.96,463.96,1,Overnight,0,0.0,9,9,2024,0,0,0
1155,29,Male,No,Smartwatch,SKU1003,3,Completed,Debit Card,5913.81,844.83,7,Express,1,72.69,17,3,2024,1,1,1
1155,29,Male,No,Smartphone,SKU1004,2,Completed,Cash,3955.95,791.19,5,Express,1,14.41,22,5,2024,0,0,1
1160,22,Female,Yes,Smartphone,SKU1001,5,Cancelled,Debit Card,83.0,20.75,4,Express,1,57.28,4,9,2024,0,1,1
1162,20,Male,No,Smartwatch,SKU1003,3,Cancelled,Paypal,3379.32,844.83,4,Overnight,1,57.06,2,8,2024,0,2,0
1167,66,Female,Yes,Smartphone,SKU1001,5,Completed,Paypal,124.5,20.75,6,Express,1,61.43,5,12,2023,1,1,0
1168,54,Female,No,Laptop,SKU1005,3,Cancelled,Paypal,1391.88,463.96,3,Overnight,0,0.0,27,10,2023,0,0,0
1169,57,Female,No,Smartphone,SKU1004,2,Cancelled,Credit Card,5538.33,791.19,7,Overnight,0,0.0,3,10,2023,0,0,0
1169,57,Female,Yes,Laptop,SKU1005,3,Cancelled,Credit Card,2783.76,463.96,6,Overnight,1,54.39,23,5,2024,1,1,0
1170,54,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,5538.33,791.19,7,Overnight,1,76.57,1,4,2024,0,0,2
1171,50,Male,Yes,Laptop,SKU1005,3,Completed,Debit Card,3247.72,463.96,7,Standard,1,97.1,8,10,2023,2,1,0
1171,50,Male,No,Laptop,SKU1005,3,Completed,Credit Card,4175.64,463.96,9,Overnight,1,52.57,15,12,2023,1,0,1
1171,50,Male,No,Tablet,SKU1002,3,Completed,Cash,988.12,247.03,4,Standard,1,89.46,6,8,2024,0,0,2
1171,50,Male,No,Tablet,SKU1002,3,Completed,Paypal,741.09,247.03,3,Overnight,0,0.0,7,9,2024,0,0,0
1174,29,Male,Yes,Smartphone,SKU1001,5,Cancelled,Cash,62.25,20.75,3,Overnight,1,11.75,11,2,2024,0,0,1
1174,29,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,988.12,247.03,4,Standard,1,95.57,13,8,2024,1,1,1
1175,62,Male,No,Smartwatch,SKU1003,3,Cancelled,Paypal,844.83,844.83,1,Standard,0,0.0,5,11,2023,0,0,0
1175,62,Male,No,Laptop,SKU1005,3,Completed,Credit Card,3247.72,463.96,7,Express,1,108.15,17,9,2024,1,0,2
1177,49,Female,No,Laptop,SKU1005,3,Completed,Paypal,2783.76,463.96,6,Overnight,1,69.0,30,5,2024,0,3,0
1178,19,Female,No,Tablet,SKU1002,3,Cancelled,Credit Card,247.03,247.03,1,Overnight,1,45.32,23,4,2024,0,2,0
1180,41,Female,No,Smartwatch,SKU1003,3,Completed,Paypal,7603.47,844.83,9,Express,0,0.0,15,3,2024,0,0,0
1181,50,Male,No,Smartphone,SKU1004,2,Completed,Paypal,3955.95,791.19,5,Standard,1,35.87,4,8,2024,0,1,0
1182,78,Male,Yes,Smartphone,SKU1004,2,Completed,Debit Card,3955.95,791.19,5,Standard,1,37.96,15,11,2023,1,0,0
1182,78,Male,No,Smartphone,SKU1004,2,Completed,Debit Card,7911.9,791.19,10,Overnight,1,16.81,17,11,2023,1,0,0
1183,80,Male,No,Laptop,SKU1005,3,Cancelled,Credit Card,463.96,463.96,1,Standard,1,133.13,29,9,2023,0,1,2
1183,80,Male,Yes,Tablet,SKU1002,3,Cancelled,Paypal,247.03,247.03,1,Standard,0,0.0,18,9,2024,0,0,0
1184,71,Female,Yes,Laptop,SKU1005,3,Completed,Debit Card,1391.88,463.96,3,Express,1,90.9,9,8,2024,2,0,1
1185,49,Male,No,Smartwatch,SKU1003,3,Cancelled,Cash,2534.49,844.83,3,Express,0,0.0,6,2,2024,0,0,0
1186,18,Male,No,Tablet,SKU1002,3,Cancelled,Credit Card,247.03,247.03,1,Express,1,125.76,1,12,2023,3,0,0
1187,55,Female,No,Smartwatch,SKU1003,3,Completed,Debit Card,2534.49,844.83,3,Express,0,0.0,2,2,2024,0,0,0
1188,52,Male,No,Smartphone,SKU1004,2,Completed,Credit Card,2373.57,791.19,3,Standard,1,75.39,28,1,2024,1,1,1
1188,52,Male,Yes,Tablet,SKU1002,3,Cancelled,Credit Card,1976.24,247.03,8,Standard,1,86.82,21,8,2024,0,1,1
1189,31,Male,No,Tablet,SKU1002,3,Completed,Credit Card,494.06,247.03,2,Express,0,0.0,17,11,2023,0,0,0
1190,63,Female,No,Tablet,SKU1002,3,Completed,Cash,1729.21,247.03,7,Overnight,1,46.11,3,12,2023,1,0,1
1190,63,Female,Yes,Smartwatch,SKU1003,3,Completed,Cash,6758.64,844.83,8,Express,0,0.0,26,12,2023,0,0,0
1190,63,Female,No,Tablet,SKU1002,3,Completed,Cash,494.06,247.03,2,Standard,1,38.32,10,8,2024,1,1,0
1192,60,Male,No,Smartphone,SKU1001,5,Completed,Paypal,41.5,20.75,2,Overnight,1,131.53,24,11,2023,0,2,1
